NEWID,DIRACC,DIRACC_,AGE_REF,AGE_REF_,AGE2,AGE2_,AS_COMP1,AS_C_MP1,AS_COMP2,AS_C_MP2,AS_COMP3,AS_C_MP3,AS_COMP4,AS_C_MP4,AS_COMP5,AS_C_MP5,BATHRMQ,BATHRMQ_,BEDROOMQ,BEDR_OMQ,BLS_URBN,BUILDING,BUIL_ING,CUTENURE,CUTE_URE,EARNCOMP,EARN_OMP,EDUC_REF,EDUC0REF,EDUCA2,EDUCA2_,FAM_SIZE,FAM__IZE,FAM_TYPE,FAM__YPE,FGOVRETX,FGOV_ETX,FINCBTAX,FINCBT_X,FINDRETX,FIND_ETX,FINLWT21,FJSSDEDX,FJSS_EDX,FPRIPENX,FPRI_ENX,FRRDEDX,FRRDEDX_,FRRETIRX,FRRE_IRX,FSALARYX,FSAL_RYX,FSSIX,FSSIX_,HLFBATHQ,HLFB_THQ,INC_HRS1,INC__RS1,INC_HRS2,INC__RS2,INC_RANK,INC__ANK,INCNONW1,INCN_NW1,INCNONW2,INCN_NW2,INCOMEY1,INCO_EY1,INCOMEY2,INCO_EY2,INCWEEK1,INCW_EK1,INCWEEK2,INCW_EK2,MISCTAXX,MISC_AXX,LUMPSUMX,LUMP_UMX,MARITAL1,MARI_AL1,NO_EARNR,NO_E_RNR,NONINCMX,NONI_CMX,NUM_AUTO,NUM__UTO,OCCUCOD1,OCCU_OD1,OCCUCOD2,OCCU_OD2,OTHRINCX,OTHR_NCX,PERSLT18,PERS_T18,PERSOT64,PERS_T64,POPSIZE,PRINEARN,PRIN_ARN,QINTRVMO,QINTRVYR,RACE2,RACE2_,REF_RACE,REF__ACE,REGION,RENTEQVX,RENT_QVX,ROOMSQ,ROOMSQ_,SEX_REF,SEX_REF_,SEX2,SEX2_,SMSASTAT,ST_HOUS,ST_HOUS_,VEHQ,VEHQ_,WELFAREX,WELF_REX,WTREP01,WTREP02,WTREP03,WTREP04,WTREP05,WTREP06,WTREP07,WTREP08,WTREP09,WTREP10,WTREP11,WTREP12,WTREP13,WTREP14,WTREP15,WTREP16,WTREP17,WTREP18,WTREP19,WTREP20,WTREP21,WTREP22,WTREP23,WTREP24,WTREP25,WTREP26,WTREP27,WTREP28
05277801,1,D,71,D,65,D,1,D,1,D,0,D,0,D,0,D,3,D,3,D,2,01,D,1,D,8,D,16,D,15,D,2,D,1,D,0,D,65878,D,0,D,11798.416,0,D,0,D,0,D,65878,D,0,D,0,D,0,D,NA,A,NA,A,0.5393682,D,1,D,1,D,NA,A,NA,A,0,D,0,D,NA,A,NA,A,1,D,0,D,0,D,1,D,NA,A,NA,A,NA,A,0,D,2,D,5,01,D,03,2023,1,D,1,D,1,2418,D,7,D,1,D,2,D,2,2,D,3,D,NA,A,20222.075,NA,26813.177,NA,27591.443,21148.523,NA,NA,29323.129,NA,NA,24087.945,NA,26893.683,NA,NA,25796.144,19681.192,19413.117,NA,25338.731,21562.958,22847.477,19816.589,17733.706,NA,NA,NA
05277891,1,D,31,D,31,D,1,D,1,D,0,D,0,D,0,D,2,D,4,D,1,01,D,4,D,2,D,16,D,15,D,2,D,1,D,0,D,147523,D,0,D,17762.286,12049,D,0,D,0,D,0,D,157500,D,0,D,0,D,40,D,40,D,0.8301833,D,NA,A,NA,A,1,D,3,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,2,D,03,D,10,D,NA,A,0,D,0,D,2,01,D,03,2023,1,D,1,D,3,NA,A,6,D,1,D,2,D,1,2,D,2,D,NA,A,35812.236,45244.233,NA,NA,NA,NA,NA,30312.67,NA,NA,NA,41551.566,41122.234,NA,36106.804,NA,43388.354,33358.185,NA,NA,34859.089,NA,NA,29254.791,NA,40258.177,NA,NA
05277901,1,D,69,D,73,D,1,D,1,D,0,D,0,D,0,D,2,D,4,D,1,01,D,1,D,8,D,14,D,13,D,2,D,1,D,0,D,2450,D,0,D,24729.444,0,D,0,D,0,D,2450,D,0,D,0,D,1,D,NA,A,NA,A,0.100698,D,1,D,1,D,NA,A,NA,A,0,D,0,D,NA,A,NA,A,1,D,0,D,0,D,1,D,NA,A,NA,A,NA,A,0,D,2,D,1,01,D,03,2023,2,D,2,D,3,2000,D,8,D,2,D,1,D,1,2,D,2,D,NA,A,NA,NA,NA,NA,37513.167,37513.167,37513.167,NA,39130.293,NA,NA,NA,51785.113,46417.43,44740.615,63775.643,40536.192,NA,63663.788,56680.05,37513.167,NA,NA,76074.01,NA,51573.447,NA,NA
05277921,1,D,78,D,NA,A,1,D,1,D,0,D,0,D,0,D,2,D,3,D,1,01,D,2,D,7,D,12,D,NA,A,2,D,9,D,0,D,1979,D,0,D,24840.311,0,D,0,D,0,D,1979,D,0,D,0,D,1,D,NA,A,NA,A,0.0924077,A,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,2,D,1,D,0,D,2,D,NA,A,NA,A,NA,A,0,D,1,D,4,01,D,03,2023,NA,A,1,D,2,1700,D,7,D,2,D,NA,A,1,2,D,2,D,NA,A,49407.488,50401.308,NA,NA,NA,51380.143,50570.746,NA,47953.261,NA,41904.845,54026.96,NA,NA,48297.816,NA,NA,53257.4,NA,49114.541,NA,NA,46771.022,53426.859,44575.819,NA,45658.291,50652.239
05278001,1,D,68,D,65,D,1,D,1,D,0,D,0,D,0,D,2,D,3,D,1,01,D,1,D,8,D,13,D,15,D,2,D,1,D,0,D,64246,D,0,D,32127.429,0,D,0,D,0,D,45946,D,0,D,0,D,1,D,NA,A,NA,A,0.5305158,D,1,D,1,D,NA,A,NA,A,0,D,0,D,NA,A,NA,A,1,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,2,D,4,01,D,03,2023,1,D,1,D,4,2500,D,7,D,1,D,2,D,1,2,D,3,D,NA,A,60265.559,NA,53842.185,59573.047,72314.103,NA,60369.153,61057.281,65165.967,58867.261,79934.716,NA,NA,NA,73581.479,NA,56841.193,60991.276,80651.804,NA,NA,NA,NA,NA,74838.984,NA,NA,NA
05278031,1,D,37,D,38,D,1,D,1,D,0,D,1,D,0,D,2,D,2,D,1,01,D,1,D,2,D,14,D,12,D,3,D,3,D,0,D,78000,D,0,D,33217.923,5967,D,0,D,0,D,0,D,78000,D,0,D,0,D,40,D,40,D,0.6066196,D,NA,A,NA,A,1,D,1,D,50,D,50,D,NA,A,NA,A,1,D,2,D,0,D,0,D,07,D,12,D,NA,A,1,D,0,D,4,01,D,03,2023,1,D,1,D,3,1500,D,8,D,2,D,1,D,1,2,D,2,D,NA,A,NA,63802.884,64601.177,61981.711,NA,62228.998,NA,NA,NA,67806.512,67933.492,61485.333,73230.649,60056.55,NA,73528.727,82965.961,65717.896,NA,NA,64040.679,NA,56379.874,NA,NA,69031.809,63767.464,NA
05278041,1,D,67,D,NA,A,0,D,1,D,0,D,0,D,0,D,1,D,3,D,2,01,D,1,D,8,D,15,D,NA,A,1,D,8,D,0,D,18989,D,0,D,17239.705,0,D,0,D,0,D,18989,D,0,D,0,D,1,D,NA,A,NA,A,0.2047865,D,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,3,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,1,D,5,01,D,03,2023,NA,A,1,D,2,1000,D,5,D,2,D,NA,A,2,2,D,1,D,NA,A,NA,33223.96,NA,33626.516,34256.342,30752.041,NA,NA,36276.654,NA,30033.383,NA,NA,32679.498,31558.824,NA,32644.386,34908.079,NA,32765.636,NA,34845.313,37961.61,NA,NA,NA,33105.303,NA
05278134,1,D,67,D,NA,A,1,D,0,D,0,D,0,D,0,D,1,D,1,D,1,08,D,4,D,8,D,12,D,NA,A,1,D,8,D,0,D,20642,D,0,D,31521.915,0,D,0,D,0,D,18191,D,0,D,0,D,0,D,NA,A,NA,A,0.2190844,D,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,2,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,1,D,4,01,D,03,2023,NA,A,1,D,3,NA,A,1,D,1,D,NA,A,1,2,D,0,D,NA,A,61550.162,66371.426,NA,59257.21,67957.173,66944.975,NA,NA,NA,NA,NA,56950.806,NA,NA,NA,56535.231,61428.264,NA,60911.663,NA,58951.375,68491.02,NA,NA,62966.489,NA,NA,58269.494
05278171,1,D,64,D,63,D,2,D,1,D,0,D,1,D,0,D,2,D,3,D,1,01,D,4,D,7,D,15,D,12,D,4,D,5,D,0,D,125558,D,0,D,14904.437,4437,D,0,D,0,D,67558,D,58000,D,0,D,0,D,NA,A,NA,A,0.7810815,D,1,D,1,D,NA,A,NA,A,0,D,0,D,NA,A,NA,A,1,D,1,D,0,D,2,D,NA,A,NA,A,NA,A,1,D,0,D,2,03,D,03,2023,1,D,1,D,4,NA,A,5,D,2,D,1,D,1,2,D,4,D,NA,A,28368.015,NA,27639.985,NA,30186.331,NA,NA,25303.727,27293.633,31285.495,NA,33604.746,27570.337,28014.512,36034.131,35612.118,NA,NA,NA,24283.407,NA,29353.754,25772.694,31755.773,NA,NA,NA,NA
05278181,1,D,55,D,57,D,2,D,1,D,0,D,0,D,0,D,3,D,4,D,1,01,D,1,D,3,D,16,D,13,D,3,D,5,D,3806,D,218525,D,16852,D,10508.817,16601,D,0,D,0,D,1524,D,217000,D,0,D,0,D,40,D,45,D,0.9277135,D,NA,A,NA,A,2,D,1,D,52,D,52,D,NA,A,NA,A,1,D,3,D,0,D,4,D,01,D,01,D,NA,A,0,D,1,D,2,02,D,03,2023,1,D,1,D,2,2250,D,7,D,2,D,1,D,1,2,D,9,D,NA,A,NA,16381.195,15882.791,NA,18085.729,29831.953,17324.394,NA,NA,29817.86,NA,19366.289,NA,NA,28963.657,26551.043,NA,17554.921,24678.264,NA,18576.174,NA,13980.711,23735.601,NA,NA,NA,31519.988
05278191,1,D,50,D,44,D,1,D,1,D,1,D,1,D,0,D,2,D,3,D,1,01,D,1,D,2,D,13,D,14,D,4,D,3,D,0,D,151688,D,0,D,40761.226,11552,D,0,D,0,D,0,D,151000,D,0,D,0,D,40,D,32,D,0.8467558,D,NA,A,NA,A,4,D,1,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,1,D,01,D,07,D,NA,A,2,D,0,D,2,01,D,03,2023,1,D,1,D,3,1100,D,5,D,1,D,2,D,1,2,D,4,D,NA,A,NA,107423.213,NA,NA,NA,NA,NA,87573.5,97999.976,89433.964,NA,113683.573,NA,NA,NA,110607.173,94048.072,88881.239,88059.222,94257.528,NA,92880.21,96426.054,109215.577,NA,NA,95707.156,NA
05278221,1,D,65,D,64,D,1,D,1,D,0,D,0,D,0,D,2,D,4,D,2,09,D,2,D,5,D,12,D,12,D,2,D,1,D,0,D,49252,D,0,D,12606.8,2448,D,0,D,0,D,17244,D,32000,D,0,D,0,D,NA,A,40,D,0.4436266,D,1,D,NA,A,NA,A,1,D,0,D,52,D,NA,A,NA,A,1,D,1,D,0,D,0,D,NA,A,05,D,NA,A,0,D,1,D,5,02,D,03,2023,1,D,1,D,1,1200,D,7,D,1,D,2,D,2,2,D,2,D,NA,A,22020.151,NA,29056.861,NA,28942.492,22518.546,NA,NA,29379.851,NA,NA,27538.837,NA,28600.056,NA,NA,28513.843,21648.622,20672.626,NA,27486.294,21644.231,22497.735,20854.646,20684.344,NA,NA,NA
05278261,1,D,50,D,NA,A,0,D,2,D,0,D,0,D,0,D,2,D,2,D,1,08,D,4,D,8,D,16,D,NA,A,2,D,9,D,0,D,60779,D,0,D,23132.574,0,D,0,D,0,D,36779,D,0,D,0,D,1,D,NA,A,NA,A,0.5144421,D,4,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,4,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,0,D,2,01,D,03,2023,NA,A,1,D,2,NA,A,4,D,2,D,NA,A,1,2,D,0,D,NA,A,NA,45455.571,NA,NA,46198.862,NA,46193.469,NA,NA,45517.595,42643.195,NA,52035.346,45308.617,NA,44156.671,NA,52267.579,46707.209,NA,NA,NA,47740.436,NA,NA,NA,NA,NA
05278271,1,D,68,D,64,D,2,D,1,D,0,D,0,D,0,D,2,D,4,D,1,01,D,2,D,5,D,16,D,15,D,3,D,4,D,0,D,144887,D,0,D,23755.891,9180,D,1200,D,0,D,24887,D,120000,D,0,D,1,D,NA,A,62,D,0.8246992,D,1,D,NA,A,NA,A,1,D,0,D,52,D,NA,A,NA,A,1,D,1,D,0,D,1,D,NA,A,03,D,NA,A,0,D,1,D,4,02,D,03,2023,1,D,1,D,2,2500,D,9,D,2,D,1,D,1,2,D,4,D,NA,A,NA,41372.428,NA,49086.694,43713.407,41458.491,NA,NA,47907.625,NA,38566.42,NA,NA,42135.619,35484.896,NA,43391.028,45114.279,NA,38584.13,NA,49934.623,43509.295,NA,NA,NA,44675.785,NA
05278301,1,D,32,D,NA,A,0,D,1,D,0,D,0,D,0,D,1,D,1,D,1,08,D,4,D,1,D,16,D,NA,A,1,D,8,D,0,D,135000,D,35126,T,32295.245,10328,D,0,D,0,D,0,D,135000,D,0,D,0,D,50,D,NA,A,0.8033935,D,NA,A,NA,A,1,D,NA,A,52,D,NA,A,NA,A,NA,A,5,D,1,D,0,D,1,D,03,D,NA,A,NA,A,0,D,0,D,3,01,D,03,2023,NA,A,1,D,3,NA,A,2,D,2,D,NA,A,1,2,D,2,D,NA,A,NA,65286.614,NA,58055.332,NA,NA,NA,64881.552,70269.78,63576.185,62057.992,61012.811,NA,61445.207,64557.997,58948.621,NA,NA,63704.362,NA,67122.418,NA,NA,64636.034,65966.486,NA,64030.389,59306.127
05278311,1,D,33,D,30,D,1,D,1,D,0,D,0,D,0,D,2,D,3,D,1,01,D,1,D,2,D,16,D,16,D,2,D,1,D,0,D,357358,T,1200,D,21461.033,19777,T,0,D,0,D,0,D,357358,T,0,D,0,D,40,D,40,D,0.9700765,T,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,0,D,07,D,07,D,NA,A,0,D,0,D,2,01,D,03,2023,4,D,4,D,4,4500,D,5,D,1,D,2,D,1,2,D,1,D,NA,A,43498.483,NA,43737.439,NA,NA,38756.722,42188.242,41531.491,NA,41789.196,46405.757,37544.403,39883.868,42914.212,NA,NA,NA,44992.744,NA,40515.687,46440.314,44398.665,NA,NA,NA,NA,NA,40621.321
05278331,1,D,52,D,52,D,3,D,1,D,0,D,0,D,0,D,2,D,3,D,1,01,D,1,D,3,D,14,D,13,D,4,D,4,D,0,D,174010,D,9600,D,34459.825,13311,D,0,D,0,D,0,D,174000,D,0,D,0,D,40,D,40,D,0.8784545,D,NA,A,NA,A,1,D,1,D,52,D,20,D,NA,A,NA,A,1,D,4,D,0,D,0,D,07,D,07,D,NA,A,0,D,0,D,4,01,D,03,2023,1,D,1,D,4,3400,D,6,D,2,D,1,D,1,2,D,1,D,NA,A,75585.903,NA,NA,69970.689,NA,65321.94,NA,NA,66327.902,58608.386,60729.28,NA,43858.757,80077.938,56806.929,62698.03,72187.278,NA,NA,NA,62930.718,NA,62930.487,74344.741,66858.19,NA,NA,NA
05278361,1,D,87,T,NA,A,1,D,0,D,0,D,0,D,0,D,2,D,3,D,2,01,D,2,D,8,D,12,D,NA,A,1,D,8,D,0,D,42779,D,0,D,49355.639,0,D,0,D,0,D,42779,D,0,D,0,D,0,D,NA,A,NA,A,0.3984668,D,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,3,D,0,D,0,D,1,D,NA,A,NA,A,NA,A,0,D,1,D,5,01,D,03,2023,NA,A,1,D,2,1453,D,8,D,1,D,NA,A,2,2,D,1,D,NA,A,NA,116517.169,108724.996,130164.929,102242.151,NA,118148.498,141051.905,106158.209,NA,NA,94710.185,NA,112059.378,NA,NA,135016.881,103738.932,NA,135529.239,97939.591,NA,104016.359,NA,133298.254,108458.015,NA,NA
05278391,1,D,60,D,NA,A,1,D,0,D,0,D,0,D,0,D,2,D,3,D,1,01,D,2,D,1,D,12,D,NA,A,1,D,8,D,0,D,0,D,0,D,36783.017,0,D,0,D,0,D,0,D,0,D,0,D,0,D,40,D,NA,A,0.0254725,A,NA,A,NA,A,1,D,NA,A,52,D,NA,A,NA,A,NA,A,5,D,1,D,0,D,0,D,01,D,NA,A,NA,A,0,D,0,D,1,01,D,03,2023,NA,A,2,D,3,1200,D,7,D,1,D,NA,A,1,2,D,1,D,NA,A,NA,NA,NA,NA,NA,58396.157,70720.046,95609.282,NA,78356.482,NA,NA,NA,69917.191,66401.511,103318.449,65473.898,86847.353,NA,77109.403,71715.725,60577.712,NA,NA,63220.334,NA,72940.255,NA
05278421,NA,A,40,D,NA,A,1,D,0,D,1,D,0,D,0,D,1,D,1,D,1,08,D,4,D,1,D,12,D,NA,A,2,D,6,D,0,D,33000,D,0,D,30548.535,2525,D,0,D,0,D,0,D,33000,D,0,D,0,D,55,D,NA,A,0.3184621,D,NA,A,NA,A,1,D,NA,A,52,D,NA,A,NA,A,NA,A,3,D,1,D,0,D,1,D,10,D,NA,A,NA,A,1,D,0,D,3,01,D,03,2023,NA,A,1,D,2,NA,A,3,D,1,D,NA,A,1,2,D,1,D,NA,A,NA,55656.535,55007.721,57329.025,65844.443,NA,59276.669,52960.679,56418.448,NA,NA,58000.303,NA,56003.822,NA,NA,58169.547,57556.51,NA,48721.427,53807.929,NA,52220.502,NA,55525.66,47074.632,NA,NA
05278461,1,D,32,D,NA,A,1,D,1,D,0,D,0,D,0,D,1,D,2,D,1,01,D,1,D,4,D,13,D,NA,A,2,D,9,D,0,D,100000,D,3250,D,32919.259,7650,D,5150,D,0,D,0,D,100000,D,0,D,0,D,40,D,NA,A,0.6979941,D,NA,A,NA,A,1,D,NA,A,52,D,NA,A,NA,A,NA,A,5,D,2,D,0,D,2,D,01,D,NA,A,NA,A,0,D,0,D,4,02,D,03,2023,NA,A,1,D,2,1400,D,4,D,1,D,NA,A,1,2,D,4,D,NA,A,79786.197,NA,NA,NA,54550.396,NA,NA,NA,69446.693,78860.138,NA,55659.009,NA,59254.716,75003.772,NA,NA,63589.071,NA,NA,65605.703,NA,60185.505,NA,NA,57197.559,80331.37,80274.522
05278521,1,D,22,D,NA,A,1,D,0,D,0,D,0,D,0,D,1,D,2,D,1,08,D,4,D,1,D,15,D,NA,A,1,D,8,D,0,D,70000,D,250,D,32526.184,5355,D,0,D,0,D,0,D,70000,D,0,D,0,D,41,D,NA,A,0.5623568,D,NA,A,NA,A,1,D,NA,A,52,D,NA,A,NA,A,NA,A,5,D,1,D,0,D,1,D,03,D,NA,A,NA,A,0,D,0,D,4,01,D,03,2023,NA,A,1,D,2,NA,A,3,D,1,D,NA,A,1,2,D,1,D,NA,A,58798.287,64774.093,NA,NA,NA,65677.811,66923.779,NA,67820.48,NA,65211.806,72042.442,NA,NA,70695.461,NA,NA,69879.156,NA,70649.624,NA,NA,70199.511,68920.234,68264.462,NA,60530.231,57919.436
05278531,1,D,64,D,65,D,3,D,1,D,0,D,0,D,0,D,2,D,3,D,1,08,D,1,D,6,D,12,D,13,D,4,D,4,D,0,D,80256,D,0,D,18760.329,6029,D,0,D,0,D,0,D,78804,D,1452,D,0,D,NA,A,40,D,0.6219859,D,2,D,NA,A,NA,A,1,D,0,D,52,D,NA,A,NA,A,1,D,3,D,0,D,1,D,NA,A,11,D,NA,A,0,D,1,D,2,02,D,03,2023,1,D,1,D,4,2500,D,5,D,2,D,1,D,1,2,D,1,D,NA,A,NA,NA,37788.646,NA,37680.551,37004.245,NA,NA,NA,34198.255,NA,NA,NA,NA,NA,39143.061,42792.462,42169.072,NA,33317.619,NA,NA,NA,40037.361,37727.677,40864.318,37503.898,36952.699
05278591,1,D,49,D,50,D,1,D,1,D,0,D,0,D,0,D,2,D,3,D,1,01,D,1,D,2,D,12,D,11,D,2,D,1,D,0,D,250000,D,17650,D,17972.578,19125,D,0,D,0,D,0,D,250000,D,0,D,0,D,50,D,40,D,0.9469365,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,2,D,0,D,0,D,07,D,03,D,NA,A,0,D,0,D,2,01,D,03,2023,1,D,1,D,4,4500,D,7,D,1,D,2,D,1,2,D,5,D,NA,A,NA,25775.108,NA,41965.985,NA,45538.142,26317.925,NA,NA,NA,23029.287,NA,NA,NA,NA,NA,28705.83,35268.12,39817.207,NA,40998.164,NA,NA,NA,27624.946,26672.137,46514.927,44087.676
05278601,1,D,74,D,NA,A,0,D,2,D,0,D,0,D,0,D,1,D,2,D,1,09,D,2,D,8,D,13,D,NA,A,2,D,9,D,0,D,36502,D,0,D,11043.183,0,D,0,D,0,D,36502,D,0,D,0,D,1,D,NA,A,NA,A,0.3526087,D,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,5,D,0,D,0,D,1,D,NA,A,NA,A,NA,A,0,D,2,D,2,01,D,03,2023,NA,A,1,D,2,500,D,4,D,2,D,NA,A,1,2,D,1,D,NA,A,19150.387,NA,NA,41415.315,NA,NA,NA,42239.947,29678.187,NA,20024.193,NA,18319.909,27026.164,NA,NA,39976.07,NA,NA,40989.196,NA,22485.177,NA,NA,39639.342,26310.218,17176.335,NA
05278611,1,D,74,D,NA,A,1,D,0,D,0,D,0,D,0,D,2,D,3,D,1,01,D,2,D,8,D,15,D,NA,A,1,D,8,D,0,D,61000,D,0,D,28697.325,0,D,0,D,0,D,0,D,0,D,0,D,0,D,NA,A,NA,A,0.5155532,D,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,3,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,1,D,2,01,D,03,2023,NA,A,1,D,2,1600,D,3,D,1,D,NA,A,1,2,D,2,D,NA,A,NA,58051.595,57491.5,NA,NA,55534.855,NA,61685.996,NA,NA,54146.884,52189.203,NA,55489.266,57098.799,NA,56418.331,NA,55650.721,56892.484,NA,NA,NA,58807.891,NA,NA,NA,NA
05278641,1,D,26,D,NA,A,1,D,1,D,0,D,0,D,0,D,1,D,4,D,1,01,D,1,D,4,D,15,D,NA,A,2,D,9,D,0,D,122000,D,10000,D,30242.406,9333,D,0,D,0,D,0,D,122000,D,0,D,1,D,45,D,NA,A,0.7706573,D,NA,A,NA,A,1,D,NA,A,52,D,NA,A,NA,A,NA,A,5,D,2,D,0,D,1,D,10,D,NA,A,NA,A,0,D,0,D,2,02,D,03,2023,NA,A,1,D,2,2000,D,12,D,1,D,NA,A,1,2,D,2,D,NA,A,62864.534,NA,NA,50458.072,49060.957,NA,59303.31,NA,61210.286,57036.354,NA,NA,59295.542,NA,NA,56680.293,NA,59140.354,NA,NA,67137.701,58117.181,60973.144,NA,56717.646,61479.255,59262.851,58376.727
05278671,1,D,32,D,31,D,1,D,1,D,0,D,0,D,0,D,3,D,4,D,1,01,D,1,D,2,D,15,D,15,D,2,D,1,D,0,D,165800,D,3600,D,14948.385,12424,D,0,D,0,D,0,D,162000,D,0,D,1,D,40,D,40,D,0.8681543,D,NA,A,NA,A,1,D,1,D,52,D,43,D,NA,A,NA,A,1,D,2,D,0,D,1,D,06,D,03,D,NA,A,0,D,0,D,2,01,D,03,2023,4,D,1,D,4,5000,D,7,D,1,D,2,D,1,2,D,1,D,NA,A,NA,23122.987,NA,31599.9,NA,37313.514,22964.829,NA,NA,NA,25727.618,NA,NA,NA,NA,NA,24921.457,23459.343,34884.434,NA,38365.224,NA,NA,NA,23180.552,23976.269,39903.292,36844.105
05278701,1,D,49,D,56,D,1,D,1,D,1,D,1,D,0,D,2,D,4,D,1,01,D,1,D,3,D,16,D,13,D,4,D,3,D,0,D,1600,D,500,D,28572.484,122,D,0,D,0,D,0,D,1600,D,0,D,0,D,35,D,40,D,0.0844336,D,NA,A,NA,A,1,D,1,D,52,D,52,D,NA,A,NA,A,1,D,3,D,0,D,0,D,01,D,10,D,NA,A,2,D,0,D,3,01,D,03,2023,1,D,1,D,1,1500,D,6,D,2,D,1,D,1,2,D,2,D,NA,A,59196.31,NA,NA,69369.398,NA,NA,61623.141,NA,48826.987,NA,NA,58302.752,46735.119,67355.848,NA,39670.862,42554.165,41561.66,52281.782,62797.438,NA,NA,NA,54071.717,NA,44829.336,58067.225,68874.237
05278711,1,D,59,D,53,D,2,D,3,D,0,D,0,D,0,D,2,D,4,D,1,01,D,1,D,3,D,16,D,12,D,5,D,4,D,0,D,65700,D,0,D,19037.937,6564,D,0,D,0,D,0,D,59000,D,0,D,1,D,40,D,45,D,0.5389453,D,NA,A,NA,A,1,D,1,D,52,D,20,D,NA,A,NA,A,1,D,4,D,0,D,4,D,02,D,05,D,NA,A,1,D,0,D,2,01,D,03,2023,1,D,1,D,2,1696,D,6,D,2,D,1,D,1,2,D,4,D,NA,A,NA,29789.909,35558.825,NA,37610.861,52990.542,28955.479,NA,NA,54067.949,NA,35664.305,NA,NA,52138.871,43244.353,NA,28008.625,52269.459,NA,32019.633,NA,25654.689,47596.645,NA,NA,NA,57892.442
05278751,1,D,63,D,66,D,1,D,1,D,0,D,0,D,0,D,1,D,2,D,1,08,D,4,D,1,D,10,D,10,D,2,D,1,D,0,D,34479,D,0,D,31933.549,1532,D,0,D,0,D,14459,D,20020,D,0,D,1,D,8,D,NA,A,0.3337937,D,NA,A,1,D,1,D,NA,A,52,D,0,D,NA,A,NA,A,1,D,1,D,0,D,1,D,11,D,NA,A,NA,A,0,D,1,D,1,01,D,03,2023,2,D,2,D,2,NA,A,5,D,2,D,1,D,1,2,D,2,D,NA,A,NA,NA,NA,65610.135,NA,49694.598,NA,NA,41019.551,55480.896,NA,71507.106,66045.717,NA,59759.41,NA,42583.214,75097.124,NA,NA,NA,39872.403,NA,NA,NA,NA,NA,79721.311
05278771,1,D,46,D,NA,A,0,D,1,D,0,D,0,D,0,D,2,D,3,D,1,03,D,5,D,1,D,15,D,NA,A,1,D,8,D,0,D,4606,D,0,D,29818.618,705,D,0,D,0,D,0,D,0,D,0,D,1,D,30,D,NA,A,0.1171056,D,NA,A,NA,A,5,D,NA,A,14,D,NA,A,NA,A,NA,A,3,D,1,D,0,D,0,D,10,D,NA,A,NA,A,0,D,0,D,1,01,D,03,2023,NA,A,1,D,3,NA,A,6,D,2,D,NA,A,1,2,D,0,D,NA,A,NA,NA,NA,NA,NA,57842.55,57966.603,61713.562,NA,59912.06,NA,NA,NA,58662.928,59580.58,61970.213,61491.949,73858.744,NA,64172.634,53162.843,60713.834,NA,NA,55023.97,NA,62501.729,NA
05278841,1,D,73,D,NA,A,0,D,1,D,0,D,0,D,0,D,2,D,2,D,1,01,D,2,D,8,D,11,D,NA,A,1,D,8,D,0,D,1979,D,0,D,17871.044,0,D,0,D,0,D,1979,D,0,D,0,D,0,D,NA,A,NA,A,0.0908832,A,1,D,NA,A,NA,A,NA,A,0,D,NA,A,NA,A,NA,A,2,D,0,D,0,D,0,D,NA,A,NA,A,NA,A,0,D,1,D,2,01,D,03,2023,NA,A,1,D,4,2816,D,5,D,2,D,NA,A,1,2,D,1,D,NA,A,34097.946,33466.427,32605.346,NA,37770.738,31666.131,35387.513,36414.297,36413.682,NA,NA,NA,34368.513,NA,37950.699,31667.074,34074.621,NA,NA,NA,NA,NA,42078.944,NA,NA,NA,35734.625,31742.807
